Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.057, 0.020, 0.198, 0.020] | Action Distribution: FORWARD: 0.1653 | TURN_LEFT: 0.1695 | TURN_RIGHT: 0.1620 | FORWARD_LEFT: 0.1666 | FORWARD_RIGHT: 0.1717 | BACKWARD: 0.1649 | Selected: TURN_LEFT (prob: 0.1695)
Episode 8 | Step 6 | State: [0.101, 0.021, 0.000, 0.000, 1.000, 1.000, 0.193, 1.000] | Action Distribution: FORWARD: 0.0524 | TURN_LEFT: 0.0495 | TURN_RIGHT: 0.0249 | FORWARD_LEFT: 0.1310 | FORWARD_RIGHT: 0.4116 | BACKWARD: 0.3307 | Selected: FORWARD_LEFT (prob: 0.1310)
Episode 8 | Step 7 | State: [0.100, 0.021, 0.000, 0.000, 1.000, 0.027, 0.193, 1.000] | Action Distribution: FORWARD: 0.0737 | TURN_LEFT: 0.0815 | TURN_RIGHT: 0.0266 | FORWARD_LEFT: 0.1632 | FORWARD_RIGHT: 0.2653 | BACKWARD: 0.3897 | Selected: FORWARD_LEFT (prob: 0.1632)
Episode 8 | Step 8 | State: [0.097, 0.021, 0.000, 0.000, 1.000, 0.027, 0.193, 1.000] | Action Distribution: FORWARD: 0.0648 | TURN_LEFT: 0.0769 | TURN_RIGHT: 0.0236 | FORWARD_LEFT: 0.1791 | FORWARD_RIGHT: 0.2470 | BACKWARD: 0.4087 | Selected: BACKWARD (prob: 0.4087)
Episode 8 | Step 9 | State: [0.152, 0.021, 0.000, 0.000, 1.000, 0.027, 0.193, 0.375] | Action Distribution: FORWARD: 0.0543 | TURN_LEFT: 0.0697 | TURN_RIGHT: 0.0285 | FORWARD_LEFT: 0.2066 | FORWARD_RIGHT: 0.2515 | BACKWARD: 0.3894 | Selected: FORWARD_LEFT (prob: 0.2066)
Episode 8 | Step 10 | State: [0.098, 0.021, 0.000, 0.000, 1.000, 0.020, 0.193, 1.000] | Action Distribution: FORWARD: 0.0502 | TURN_LEFT: 0.0699 | TURN_RIGHT: 0.0187 | FORWARD_LEFT: 0.2203 | FORWARD_RIGHT: 0.1982 | BACKWARD: 0.4427 | Selected: BACKWARD (prob: 0.4427)
Episode 9 | Step 1 | State: [0.110, 0.021, 0.000, 0.000, 1.000, 0.020, 0.193, 0.137] | Action Distribution: FORWARD: 0.0417 | TURN_LEFT: 0.0604 | TURN_RIGHT: 0.0249 | FORWARD_LEFT: 0.2510 | FORWARD_RIGHT: 0.2109 | BACKWARD: 0.4111 | Selected: FORWARD_LEFT (prob: 0.2510)
Episode 9 | Step 2 | State: [0.072, 0.021, 0.000, 0.000, 1.000, 0.631, 0.193, 0.660] | Action Distribution: FORWARD: 0.0239 | TURN_LEFT: 0.0389 | TURN_RIGHT: 0.0132 | FORWARD_LEFT: 0.2659 | FORWARD_RIGHT: 0.2083 | BACKWARD: 0.4498 | Selected: FORWARD_LEFT (prob: 0.2659)
Episode 9 | Step 3 | State: [0.068, 0.031, 0.000, 0.000, 1.000, 1.000, 0.195, 1.000] | Action Distribution: FORWARD: 0.0136 | TURN_LEFT: 0.0259 | TURN_RIGHT: 0.0069 | FORWARD_LEFT: 0.2947 | FORWARD_RIGHT: 0.1755 | BACKWARD: 0.4834 | Selected: FORWARD_LEFT (prob: 0.2947)
Episode 9 | Step 4 | State: [0.098, 0.021, 0.000, 0.000, 1.000, 1.000, 0.193, 1.000] | Action Distribution: FORWARD: 0.0104 | TURN_LEFT: 0.0220 | TURN_RIGHT: 0.0052 | FORWARD_LEFT: 0.3129 | FORWARD_RIGHT: 0.1338 | BACKWARD: 0.5158 | Selected: FORWARD_RIGHT (prob: 0.1338)
Episode 9 | Step 5 | State: [0.101, 0.021, 0.000, 0.000, 1.000, 0.027, 0.193, 1.000] | Action Distribution: FORWARD: 0.0222 | TURN_LEFT: 0.0497 | TURN_RIGHT: 0.0081 | FORWARD_LEFT: 0.3312 | FORWARD_RIGHT: 0.0836 | BACKWARD: 0.5051 | Selected: FORWARD_LEFT (prob: 0.3312)
Episode 9 | Step 6 | State: [0.101, 0.021, 0.000, 0.000, 1.000, 0.027, 0.193, 1.000] | Action Distribution: FORWARD: 0.0176 | TURN_LEFT: 0.0452 | TURN_RIGHT: 0.0063 | FORWARD_LEFT: 0.3256 | FORWARD_RIGHT: 0.0668 | BACKWARD: 0.5385 | Selected: FORWARD_LEFT (prob: 0.3256)
Episode 9 | Step 7 | State: [0.098, 0.022, 0.000, 0.000, 1.000, 0.027, 0.194, 1.000] | Action Distribution: FORWARD: 0.0136 | TURN_LEFT: 0.0407 | TURN_RIGHT: 0.0047 | FORWARD_LEFT: 0.3058 | FORWARD_RIGHT: 0.0519 | BACKWARD: 0.5833 | Selected: FORWARD_LEFT (prob: 0.3058)
Episode 9 | Step 8 | State: [0.095, 0.021, 0.000, 0.000, 1.000, 0.027, 0.193, 1.000] | Action Distribution: FORWARD: 0.0103 | TURN_LEFT: 0.0361 | TURN_RIGHT: 0.0035 | FORWARD_LEFT: 0.2743 | FORWARD_RIGHT: 0.0394 | BACKWARD: 0.6364 | Selected: BACKWARD (prob: 0.6364)
Episode 9 | Step 9 | State: [0.147, 0.021, 0.000, 0.000, 1.000, 0.027, 0.193, 0.506] | Action Distribution: FORWARD: 0.0084 | TURN_LEFT: 0.0296 | TURN_RIGHT: 0.0034 | FORWARD_LEFT: 0.2302 | FORWARD_RIGHT: 0.0349 | BACKWARD: 0.6935 | Selected: FORWARD_LEFT (prob: 0.2302)
Episode 9 | Step 10 | State: [0.096, 0.021, 0.000, 0.000, 1.000, 0.020, 0.193, 1.000] | Action Distribution: FORWARD: 0.0053 | TURN_LEFT: 0.0269 | TURN_RIGHT: 0.0017 | FORWARD_LEFT: 0.1914 | FORWARD_RIGHT: 0.0209 | BACKWARD: 0.7538 | Selected: FORWARD_RIGHT (prob: 0.0209)
Episode 10 | Step 1 | State: [0.096, 0.021, 0.000, 0.000, 1.000, 0.027, 0.193, 1.000] | Action Distribution: FORWARD: 0.0036 | TURN_LEFT: 0.0219 | TURN_RIGHT: 0.0011 | FORWARD_LEFT: 0.1476 | FORWARD_RIGHT: 0.0144 | BACKWARD: 0.8114 | Selected: BACKWARD (prob: 0.8114)
Episode 10 | Step 2 | State: [0.151, 0.021, 0.000, 0.000, 1.000, 0.027, 0.193, 0.508] | Action Distribution: FORWARD: 0.0029 | TURN_LEFT: 0.0168 | TURN_RIGHT: 0.0012 | FORWARD_LEFT: 0.1103 | FORWARD_RIGHT: 0.0124 | BACKWARD: 0.8565 | Selected: BACKWARD (prob: 0.8565)
Episode 10 | Step 3 | State: [0.228, 0.021, 0.000, 0.000, 0.387, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0123 | TURN_LEFT: 0.0459 | TURN_RIGHT: 0.0079 | FORWARD_LEFT: 0.1425 | FORWARD_RIGHT: 0.0329 | BACKWARD: 0.7584 | Selected: FORWARD_RIGHT (prob: 0.0329)
Episode 10 | Step 4 | State: [0.166, 0.021, 0.000, 0.000, 0.899, 0.027, 0.197, 0.509] | Action Distribution: FORWARD: 0.0015 | TURN_LEFT: 0.0123 | TURN_RIGHT: 0.0007 | FORWARD_LEFT: 0.0595 | FORWARD_RIGHT: 0.0063 | BACKWARD: 0.9196 | Selected: BACKWARD (prob: 0.9196)
Episode 10 | Step 5 | State: [0.346, 0.021, 0.000, 0.000, 0.316, 0.020, 0.193, 0.082] | Action Distribution: FORWARD: 0.0065 | TURN_LEFT: 0.0343 | TURN_RIGHT: 0.0044 | FORWARD_LEFT: 0.0871 | FORWARD_RIGHT: 0.0178 | BACKWARD: 0.8499 | Selected: BACKWARD (prob: 0.8499)
Episode 10 | Step 6 | State: [0.625, 0.021, 0.000, 0.000, 0.131, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0042 | TURN_LEFT: 0.0276 | TURN_RIGHT: 0.0030 | FORWARD_LEFT: 0.0590 | FORWARD_RIGHT: 0.0116 | BACKWARD: 0.8946 | Selected: BACKWARD (prob: 0.8946)
Episode 10 | Step 7 | State: [0.992, 0.026, 0.000, 0.000, 0.083, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0009 | TURN_LEFT: 0.0111 | TURN_RIGHT: 0.0007 | FORWARD_LEFT: 0.0236 | FORWARD_RIGHT: 0.0033 | BACKWARD: 0.9604 | Selected: BACKWARD (prob: 0.9604)
Episode 10 | Step 8 | State: [1.000, 0.038, 0.000, 0.000, 0.060, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0007 | TURN_LEFT: 0.0091 | TURN_RIGHT: 0.0005 | FORWARD_LEFT: 0.0166 | FORWARD_RIGHT: 0.0022 | BACKWARD: 0.9709 | Selected: BACKWARD (prob: 0.9709)
Episode 10 | Step 9 | State: [1.000, 0.022, 0.000, 0.000, 0.030, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0006 | TURN_LEFT: 0.0084 | TURN_RIGHT: 0.0004 | FORWARD_LEFT: 0.0130 | FORWARD_RIGHT: 0.0018 | BACKWARD: 0.9758 | Selected: BACKWARD (prob: 0.9758)
Episode 10 | Step 10 | State: [1.000, 0.000, 0.000, 0.000, 0.058, 0.064, 0.074, 0.041] | Action Distribution: FORWARD: 0.0005 | TURN_LEFT: 0.0079 | TURN_RIGHT: 0.0004 | FORWARD_LEFT: 0.0113 | FORWARD_RIGHT: 0.0018 | BACKWARD: 0.9781 | Selected: BACKWARD (prob: 0.9781)
Episode 11 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.054, 0.193, 0.020] | Action Distribution: FORWARD: 0.0117 | TURN_LEFT: 0.0488 | TURN_RIGHT: 0.0104 | FORWARD_LEFT: 0.0597 | FORWARD_RIGHT: 0.0196 | BACKWARD: 0.8498 | Selected: BACKWARD (prob: 0.8498)
Episode 11 | Step 2 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.051, 0.195, 0.020] | Action Distribution: FORWARD: 0.0104 | TURN_LEFT: 0.0465 | TURN_RIGHT: 0.0095 | FORWARD_LEFT: 0.0525 | FORWARD_RIGHT: 0.0173 | BACKWARD: 0.8638 | Selected: BACKWARD (prob: 0.8638)
Episode 11 | Step 3 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.020, 0.195, 0.020] | Action Distribution: FORWARD: 0.0102 | TURN_LEFT: 0.0484 | TURN_RIGHT: 0.0094 | FORWARD_LEFT: 0.0497 | FORWARD_RIGHT: 0.0164 | BACKWARD: 0.8658 | Selected: BACKWARD (prob: 0.8658)
Episode 11 | Step 4 | State: [0.021, 0.028, 0.000, 0.000, 0.037, 0.020, 0.195, 0.020] | Action Distribution: FORWARD: 0.0086 | TURN_LEFT: 0.0447 | TURN_RIGHT: 0.0082 | FORWARD_LEFT: 0.0427 | FORWARD_RIGHT: 0.0139 | BACKWARD: 0.8819 | Selected: TURN_RIGHT (prob: 0.0082)
Episode 11 | Step 5 | State: [0.021, 0.030, 0.000, 0.000, 0.046, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0079 | TURN_LEFT: 0.0438 | TURN_RIGHT: 0.0077 | FORWARD_LEFT: 0.0387 | FORWARD_RIGHT: 0.0126 | BACKWARD: 0.8893 | Selected: BACKWARD (prob: 0.8893)
Episode 11 | Step 6 | State: [0.021, 0.046, 0.000, 0.000, 0.036, 0.030, 0.193, 0.020] | Action Distribution: FORWARD: 0.0073 | TURN_LEFT: 0.0434 | TURN_RIGHT: 0.0074 | FORWARD_LEFT: 0.0351 | FORWARD_RIGHT: 0.0114 | BACKWARD: 0.8954 | Selected: BACKWARD (prob: 0.8954)
Episode 11 | Step 7 | State: [1.000, 0.021, 0.000, 0.000, 0.019, 0.077, 0.193, 0.020] | Action Distribution: FORWARD: 0.0002 | TURN_LEFT: 0.0064 | TURN_RIGHT: 0.0002 | FORWARD_LEFT: 0.0031 | FORWARD_RIGHT: 0.0005 | BACKWARD: 0.9897 | Selected: BACKWARD (prob: 0.9897)
Episode 11 | Step 8 | State: [1.000, 0.022, 0.000, 0.000, 0.019, 0.046, 0.193, 0.027] | Action Distribution: FORWARD: 0.0002 | TURN_LEFT: 0.0076 | TURN_RIGHT: 0.0002 | FORWARD_LEFT: 0.0031 | FORWARD_RIGHT: 0.0005 | BACKWARD: 0.9884 | Selected: BACKWARD (prob: 0.9884)
Episode 11 | Step 9 | State: [1.000, 0.022, 0.000, 0.000, 0.040, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0002 | TURN_LEFT: 0.0089 | TURN_RIGHT: 0.0003 | FORWARD_LEFT: 0.0031 | FORWARD_RIGHT: 0.0005 | BACKWARD: 0.9870 | Selected: BACKWARD (prob: 0.9870)
Episode 11 | Step 10 | State: [0.021, 0.021, 0.000, 0.000, 0.042, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0089 | TURN_LEFT: 0.0598 | TURN_RIGHT: 0.0097 | FORWARD_LEFT: 0.0348 | FORWARD_RIGHT: 0.0122 | BACKWARD: 0.8745 | Selected: BACKWARD (prob: 0.8745)
Episode 12 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.049, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0093 | TURN_LEFT: 0.0652 | TURN_RIGHT: 0.0103 | FORWARD_LEFT: 0.0348 | FORWARD_RIGHT: 0.0124 | BACKWARD: 0.8679 | Selected: BACKWARD (prob: 0.8679)
Episode 12 | Step 2 | State: [0.021, 0.021, 0.000, 0.000, 0.044, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0104 | TURN_LEFT: 0.0740 | TURN_RIGHT: 0.0117 | FORWARD_LEFT: 0.0364 | FORWARD_RIGHT: 0.0133 | BACKWARD: 0.8541 | Selected: BACKWARD (prob: 0.8541)
Episode 12 | Step 3 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0128 | TURN_LEFT: 0.0890 | TURN_RIGHT: 0.0146 | FORWARD_LEFT: 0.0408 | FORWARD_RIGHT: 0.0156 | BACKWARD: 0.8271 | Selected: TURN_LEFT (prob: 0.0890)
Episode 12 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.024, 0.020, 0.192, 0.020] | Action Distribution: FORWARD: 0.0142 | TURN_LEFT: 0.1005 | TURN_RIGHT: 0.0164 | FORWARD_LEFT: 0.0428 | FORWARD_RIGHT: 0.0167 | BACKWARD: 0.8095 | Selected: BACKWARD (prob: 0.8095)
Episode 12 | Step 5 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.058, 0.193, 0.020] | Action Distribution: FORWARD: 0.0150 | TURN_LEFT: 0.1092 | TURN_RIGHT: 0.0178 | FORWARD_LEFT: 0.0431 | FORWARD_RIGHT: 0.0173 | BACKWARD: 0.7976 | Selected: BACKWARD (prob: 0.7976)
Episode 12 | Step 6 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.043, 0.193, 0.020] | Action Distribution: FORWARD: 0.0179 | TURN_LEFT: 0.1291 | TURN_RIGHT: 0.0214 | FORWARD_LEFT: 0.0480 | FORWARD_RIGHT: 0.0198 | BACKWARD: 0.7638 | Selected: BACKWARD (prob: 0.7638)
Episode 12 | Step 7 | State: [1.000, 0.021, 0.000, 0.000, 0.032, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0013 | TURN_LEFT: 0.0657 | TURN_RIGHT: 0.0020 | FORWARD_LEFT: 0.0078 | FORWARD_RIGHT: 0.0017 | BACKWARD: 0.9215 | Selected: BACKWARD (prob: 0.9215)
Episode 12 | Step 8 | State: [1.000, 0.021, 0.000, 0.000, 0.061, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0017 | TURN_LEFT: 0.0853 | TURN_RIGHT: 0.0026 | FORWARD_LEFT: 0.0089 | FORWARD_RIGHT: 0.0020 | BACKWARD: 0.8995 | Selected: BACKWARD (prob: 0.8995)
Episode 12 | Step 9 | State: [1.000, 0.022, 0.000, 0.000, 0.037, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0026 | TURN_LEFT: 0.1202 | TURN_RIGHT: 0.0040 | FORWARD_LEFT: 0.0116 | FORWARD_RIGHT: 0.0028 | BACKWARD: 0.8588 | Selected: BACKWARD (prob: 0.8588)
Episode 12 | Step 10 | State: [0.021, 0.021, 0.000, 0.000, 0.034, 0.020, 0.195, 0.020] | Action Distribution: FORWARD: 0.0325 | TURN_LEFT: 0.2191 | TURN_RIGHT: 0.0393 | FORWARD_LEFT: 0.0656 | FORWARD_RIGHT: 0.0309 | BACKWARD: 0.6126 | Selected: FORWARD (prob: 0.0325)
Episode 13 | Step 1 | State: [1.000, 0.021, 0.000, 0.000, 0.038, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0052 | TURN_LEFT: 0.2111 | TURN_RIGHT: 0.0077 | FORWARD_LEFT: 0.0173 | FORWARD_RIGHT: 0.0047 | BACKWARD: 0.7541 | Selected: BACKWARD (prob: 0.7541)
Episode 13 | Step 2 | State: [0.021, 0.021, 0.000, 0.000, 0.034, 0.020, 0.195, 0.020] | Action Distribution: FORWARD: 0.0430 | TURN_LEFT: 0.2709 | TURN_RIGHT: 0.0520 | FORWARD_LEFT: 0.0752 | FORWARD_RIGHT: 0.0381 | BACKWARD: 0.5209 | Selected: BACKWARD (prob: 0.5209)
Episode 13 | Step 3 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.020, 0.198, 0.020] | Action Distribution: FORWARD: 0.0502 | TURN_LEFT: 0.2972 | TURN_RIGHT: 0.0604 | FORWARD_LEFT: 0.0811 | FORWARD_RIGHT: 0.0430 | BACKWARD: 0.4682 | Selected: BACKWARD (prob: 0.4682)
Episode 13 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.020, 0.020, 0.200, 0.020] | Action Distribution: FORWARD: 0.0558 | TURN_LEFT: 0.3194 | TURN_RIGHT: 0.0670 | FORWARD_LEFT: 0.0849 | FORWARD_RIGHT: 0.0464 | BACKWARD: 0.4264 | Selected: BACKWARD (prob: 0.4264)
Episode 13 | Step 5 | State: [0.021, 0.041, 0.000, 0.000, 0.019, 0.020, 0.195, 0.020] | Action Distribution: FORWARD: 0.0604 | TURN_LEFT: 0.3388 | TURN_RIGHT: 0.0731 | FORWARD_LEFT: 0.0875 | FORWARD_RIGHT: 0.0490 | BACKWARD: 0.3912 | Selected: TURN_RIGHT (prob: 0.0731)
Episode 13 | Step 6 | State: [0.021, 0.049, 0.000, 0.000, 0.019, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0650 | TURN_LEFT: 0.3546 | TURN_RIGHT: 0.0795 | FORWARD_LEFT: 0.0903 | FORWARD_RIGHT: 0.0516 | BACKWARD: 0.3589 | Selected: TURN_LEFT (prob: 0.3546)
Episode 13 | Step 7 | State: [0.021, 0.040, 0.000, 0.000, 0.019, 0.020, 0.195, 0.020] | Action Distribution: FORWARD: 0.0695 | TURN_LEFT: 0.3625 | TURN_RIGHT: 0.0864 | FORWARD_LEFT: 0.0936 | FORWARD_RIGHT: 0.0547 | BACKWARD: 0.3333 | Selected: FORWARD_LEFT (prob: 0.0936)
Episode 13 | Step 8 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.026, 0.198, 0.020] | Action Distribution: FORWARD: 0.0732 | TURN_LEFT: 0.3613 | TURN_RIGHT: 0.0930 | FORWARD_LEFT: 0.0970 | FORWARD_RIGHT: 0.0578 | BACKWARD: 0.3177 | Selected: BACKWARD (prob: 0.3177)
Episode 13 | Step 9 | State: [0.021, 0.039, 0.000, 0.000, 0.019, 0.020, 0.196, 0.020] | Action Distribution: FORWARD: 0.0749 | TURN_LEFT: 0.3639 | TURN_RIGHT: 0.0977 | FORWARD_LEFT: 0.0989 | FORWARD_RIGHT: 0.0589 | BACKWARD: 0.3057 | Selected: FORWARD_LEFT (prob: 0.0989)
Episode 13 | Step 10 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.026, 0.198, 0.020] | Action Distribution: FORWARD: 0.0770 | TURN_LEFT: 0.3593 | TURN_RIGHT: 0.1037 | FORWARD_LEFT: 0.1013 | FORWARD_RIGHT: 0.0610 | BACKWARD: 0.2976 | Selected: FORWARD (prob: 0.0770)
Episode 14 | Step 1 | State: [0.022, 0.022, 0.000, 0.000, 0.019, 0.036, 0.196, 0.020] | Action Distribution: FORWARD: 0.0773 | TURN_LEFT: 0.3571 | TURN_RIGHT: 0.1091 | FORWARD_LEFT: 0.1025 | FORWARD_RIGHT: 0.0618 | BACKWARD: 0.2922 | Selected: TURN_LEFT (prob: 0.3571)
Episode 14 | Step 2 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.036, 0.195, 0.020] | Action Distribution: FORWARD: 0.0773 | TURN_LEFT: 0.3544 | TURN_RIGHT: 0.1149 | FORWARD_LEFT: 0.1039 | FORWARD_RIGHT: 0.0625 | BACKWARD: 0.2870 | Selected: BACKWARD (prob: 0.2870)
Episode 14 | Step 3 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.031, 0.201, 0.020] | Action Distribution: FORWARD: 0.0765 | TURN_LEFT: 0.3547 | TURN_RIGHT: 0.1206 | FORWARD_LEFT: 0.1045 | FORWARD_RIGHT: 0.0623 | BACKWARD: 0.2815 | Selected: BACKWARD (prob: 0.2815)
Episode 14 | Step 4 | State: [0.021, 0.026, 0.000, 0.000, 0.019, 0.020, 0.202, 0.020] | Action Distribution: FORWARD: 0.0756 | TURN_LEFT: 0.3566 | TURN_RIGHT: 0.1267 | FORWARD_LEFT: 0.1053 | FORWARD_RIGHT: 0.0621 | BACKWARD: 0.2737 | Selected: FORWARD_LEFT (prob: 0.1053)
Episode 14 | Step 5 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.031, 0.201, 0.020] | Action Distribution: FORWARD: 0.0738 | TURN_LEFT: 0.3570 | TURN_RIGHT: 0.1327 | FORWARD_LEFT: 0.1057 | FORWARD_RIGHT: 0.0616 | BACKWARD: 0.2693 | Selected: BACKWARD (prob: 0.2693)
Episode 14 | Step 6 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.020, 0.203, 0.020] | Action Distribution: FORWARD: 0.0726 | TURN_LEFT: 0.3609 | TURN_RIGHT: 0.1397 | FORWARD_LEFT: 0.1062 | FORWARD_RIGHT: 0.0609 | BACKWARD: 0.2597 | Selected: FORWARD (prob: 0.0726)
Episode 14 | Step 7 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.027, 0.200, 0.020] | Action Distribution: FORWARD: 0.0705 | TURN_LEFT: 0.3661 | TURN_RIGHT: 0.1465 | FORWARD_LEFT: 0.1061 | FORWARD_RIGHT: 0.0598 | BACKWARD: 0.2510 | Selected: TURN_LEFT (prob: 0.3661)
Episode 14 | Step 8 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.034, 0.198, 0.020] | Action Distribution: FORWARD: 0.0682 | TURN_LEFT: 0.3731 | TURN_RIGHT: 0.1538 | FORWARD_LEFT: 0.1057 | FORWARD_RIGHT: 0.0583 | BACKWARD: 0.2410 | Selected: TURN_LEFT (prob: 0.3731)
Episode 14 | Step 9 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.031, 0.201, 0.020] | Action Distribution: FORWARD: 0.0657 | TURN_LEFT: 0.3831 | TURN_RIGHT: 0.1616 | FORWARD_LEFT: 0.1049 | FORWARD_RIGHT: 0.0564 | BACKWARD: 0.2283 | Selected: TURN_LEFT (prob: 0.3831)
Episode 14 | Step 10 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.033, 0.198, 0.020] | Action Distribution: FORWARD: 0.0631 | TURN_LEFT: 0.3937 | TURN_RIGHT: 0.1699 | FORWARD_LEFT: 0.1039 | FORWARD_RIGHT: 0.0542 | BACKWARD: 0.2152 | Selected: TURN_RIGHT (prob: 0.1699)
Episode 15 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.031, 0.201, 0.020] | Action Distribution: FORWARD: 0.0600 | TURN_LEFT: 0.4070 | TURN_RIGHT: 0.1785 | FORWARD_LEFT: 0.1023 | FORWARD_RIGHT: 0.0515 | BACKWARD: 0.2006 | Selected: TURN_RIGHT (prob: 0.1785)
Episode 15 | Step 2 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.034, 0.198, 0.020] | Action Distribution: FORWARD: 0.0564 | TURN_LEFT: 0.4194 | TURN_RIGHT: 0.1876 | FORWARD_LEFT: 0.1007 | FORWARD_RIGHT: 0.0487 | BACKWARD: 0.1871 | Selected: TURN_LEFT (prob: 0.4194)
Episode 15 | Step 3 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.031, 0.201, 0.020] | Action Distribution: FORWARD: 0.0526 | TURN_LEFT: 0.4335 | TURN_RIGHT: 0.1971 | FORWARD_LEFT: 0.0986 | FORWARD_RIGHT: 0.0454 | BACKWARD: 0.1728 | Selected: BACKWARD (prob: 0.1728)
Episode 15 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.020, 0.203, 0.020] | Action Distribution: FORWARD: 0.0485 | TURN_LEFT: 0.4476 | TURN_RIGHT: 0.2050 | FORWARD_LEFT: 0.0961 | FORWARD_RIGHT: 0.0422 | BACKWARD: 0.1607 | Selected: TURN_LEFT (prob: 0.4476)
Episode 15 | Step 5 | State: [0.029, 0.021, 0.000, 0.000, 0.019, 0.020, 0.199, 0.020] | Action Distribution: FORWARD: 0.0441 | TURN_LEFT: 0.4625 | TURN_RIGHT: 0.2128 | FORWARD_LEFT: 0.0928 | FORWARD_RIGHT: 0.0386 | BACKWARD: 0.1492 | Selected: FORWARD_LEFT (prob: 0.0928)
Episode 15 | Step 6 | State: [0.029, 0.021, 0.000, 0.000, 0.019, 0.024, 0.195, 0.020] | Action Distribution: FORWARD: 0.0399 | TURN_LEFT: 0.4752 | TURN_RIGHT: 0.2217 | FORWARD_LEFT: 0.0892 | FORWARD_RIGHT: 0.0354 | BACKWARD: 0.1386 | Selected: TURN_LEFT (prob: 0.4752)
Episode 15 | Step 7 | State: [0.038, 0.031, 0.000, 0.000, 0.019, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0350 | TURN_LEFT: 0.4928 | TURN_RIGHT: 0.2305 | FORWARD_LEFT: 0.0843 | FORWARD_RIGHT: 0.0312 | BACKWARD: 0.1262 | Selected: BACKWARD (prob: 0.1262)
Episode 15 | Step 8 | State: [0.052, 0.021, 0.000, 0.000, 0.019, 0.020, 0.193, 0.139] | Action Distribution: FORWARD: 0.0263 | TURN_LEFT: 0.5092 | TURN_RIGHT: 0.2478 | FORWARD_LEFT: 0.0740 | FORWARD_RIGHT: 0.0241 | BACKWARD: 0.1185 | Selected: TURN_RIGHT (prob: 0.2478)
Episode 15 | Step 9 | State: [0.042, 0.021, 0.000, 0.000, 0.019, 0.020, 0.195, 0.070] | Action Distribution: FORWARD: 0.0257 | TURN_LEFT: 0.5142 | TURN_RIGHT: 0.2564 | FORWARD_LEFT: 0.0734 | FORWARD_RIGHT: 0.0237 | BACKWARD: 0.1067 | Selected: TURN_LEFT (prob: 0.5142)
Episode 15 | Step 10 | State: [0.052, 0.021, 0.000, 0.000, 0.019, 0.020, 0.193, 0.139] | Action Distribution: FORWARD: 0.0198 | TURN_LEFT: 0.5241 | TURN_RIGHT: 0.2750 | FORWARD_LEFT: 0.0651 | FORWARD_RIGHT: 0.0188 | BACKWARD: 0.0971 | Selected: TURN_LEFT (prob: 0.5241)
