Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.065, 0.065, 0.554, 0.521, 0.172, 0.059, 0.597, 0.059] | Action Distribution: FORWARD: 0.1927 | TURN_LEFT: 0.1489 | TURN_RIGHT: 0.1417 | FORWARD_LEFT: 0.1520 | FORWARD_RIGHT: 0.1428 | BACKWARD: 0.2218 | Selected: FORWARD (prob: 0.1927)
Episode 8 | Step 6 | State: [0.064, 1.000, 0.523, 0.717, 0.853, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1743 | TURN_LEFT: 0.1580 | TURN_RIGHT: 0.1544 | FORWARD_LEFT: 0.1624 | FORWARD_RIGHT: 0.1573 | BACKWARD: 0.1937 | Selected: BACKWARD (prob: 0.1937)
Episode 8 | Step 7 | State: [0.065, 1.000, 0.521, 0.593, 0.510, 0.059, 0.580, 0.059] | Action Distribution: FORWARD: 0.1744 | TURN_LEFT: 0.1548 | TURN_RIGHT: 0.1529 | FORWARD_LEFT: 0.1703 | FORWARD_RIGHT: 0.1631 | BACKWARD: 0.1846 | Selected: BACKWARD (prob: 0.1846)
Episode 8 | Step 8 | State: [0.064, 1.000, 0.522, 0.544, 0.291, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1731 | TURN_LEFT: 0.1523 | TURN_RIGHT: 0.1531 | FORWARD_LEFT: 0.1761 | FORWARD_RIGHT: 0.1672 | BACKWARD: 0.1781 | Selected: BACKWARD (prob: 0.1781)
Episode 8 | Step 9 | State: [0.064, 1.000, 0.523, 0.551, 0.156, 0.059, 0.577, 0.059] | Action Distribution: FORWARD: 0.1706 | TURN_LEFT: 0.1526 | TURN_RIGHT: 0.1530 | FORWARD_LEFT: 0.1800 | FORWARD_RIGHT: 0.1696 | BACKWARD: 0.1742 | Selected: FORWARD_RIGHT (prob: 0.1696)
Episode 8 | Step 10 | State: [0.064, 1.000, 0.523, 0.542, 0.261, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1715 | TURN_LEFT: 0.1534 | TURN_RIGHT: 0.1554 | FORWARD_LEFT: 0.1800 | FORWARD_RIGHT: 0.1707 | BACKWARD: 0.1689 | Selected: FORWARD_RIGHT (prob: 0.1707)
Episode 9 | Step 1 | State: [0.064, 0.729, 0.523, 0.550, 0.438, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1688 | TURN_LEFT: 0.1592 | TURN_RIGHT: 0.1585 | FORWARD_LEFT: 0.1736 | FORWARD_RIGHT: 0.1761 | BACKWARD: 0.1638 | Selected: BACKWARD (prob: 0.1638)
Episode 9 | Step 2 | State: [0.064, 0.064, 0.523, 0.523, 0.303, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1523 | TURN_LEFT: 0.1605 | TURN_RIGHT: 0.1661 | FORWARD_LEFT: 0.1669 | FORWARD_RIGHT: 0.1886 | BACKWARD: 0.1657 | Selected: TURN_LEFT (prob: 0.1605)
Episode 9 | Step 3 | State: [0.064, 0.663, 0.523, 0.540, 0.245, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1667 | TURN_LEFT: 0.1606 | TURN_RIGHT: 0.1578 | FORWARD_LEFT: 0.1765 | FORWARD_RIGHT: 0.1796 | BACKWARD: 0.1588 | Selected: BACKWARD (prob: 0.1588)
Episode 9 | Step 4 | State: [0.065, 1.000, 0.521, 0.550, 0.154, 0.059, 0.580, 0.059] | Action Distribution: FORWARD: 0.1712 | TURN_LEFT: 0.1567 | TURN_RIGHT: 0.1563 | FORWARD_LEFT: 0.1859 | FORWARD_RIGHT: 0.1729 | BACKWARD: 0.1571 | Selected: TURN_LEFT (prob: 0.1567)
Episode 9 | Step 5 | State: [0.064, 1.000, 0.523, 0.566, 0.106, 0.059, 0.577, 0.059] | Action Distribution: FORWARD: 0.1709 | TURN_LEFT: 0.1571 | TURN_RIGHT: 0.1561 | FORWARD_LEFT: 0.1871 | FORWARD_RIGHT: 0.1732 | BACKWARD: 0.1556 | Selected: TURN_LEFT (prob: 0.1571)
Episode 9 | Step 6 | State: [0.065, 1.000, 0.519, 0.577, 0.058, 0.059, 0.584, 0.059] | Action Distribution: FORWARD: 0.1701 | TURN_LEFT: 0.1573 | TURN_RIGHT: 0.1560 | FORWARD_LEFT: 0.1885 | FORWARD_RIGHT: 0.1738 | BACKWARD: 0.1542 | Selected: FORWARD (prob: 0.1701)
Episode 9 | Step 7 | State: [0.065, 1.000, 0.522, 0.612, 0.058, 0.112, 0.580, 0.059] | Action Distribution: FORWARD: 0.1703 | TURN_LEFT: 0.1580 | TURN_RIGHT: 0.1547 | FORWARD_LEFT: 0.1898 | FORWARD_RIGHT: 0.1739 | BACKWARD: 0.1533 | Selected: FORWARD_LEFT (prob: 0.1898)
Episode 9 | Step 8 | State: [0.064, 1.000, 0.522, 0.653, 0.058, 0.313, 0.916, 0.059] | Action Distribution: FORWARD: 0.1693 | TURN_LEFT: 0.1616 | TURN_RIGHT: 0.1479 | FORWARD_LEFT: 0.1938 | FORWARD_RIGHT: 0.1768 | BACKWARD: 0.1506 | Selected: FORWARD (prob: 0.1693)
Episode 9 | Step 9 | State: [0.064, 1.000, 0.523, 0.837, 0.058, 0.676, 0.728, 0.059] | Action Distribution: FORWARD: 0.1731 | TURN_LEFT: 0.1623 | TURN_RIGHT: 0.1428 | FORWARD_LEFT: 0.1966 | FORWARD_RIGHT: 0.1711 | BACKWARD: 0.1542 | Selected: TURN_RIGHT (prob: 0.1428)
Episode 9 | Step 10 | State: [0.064, 1.000, 0.523, 0.875, 0.058, 0.604, 0.620, 0.059] | Action Distribution: FORWARD: 0.1710 | TURN_LEFT: 0.1635 | TURN_RIGHT: 0.1443 | FORWARD_LEFT: 0.1952 | FORWARD_RIGHT: 0.1730 | BACKWARD: 0.1529 | Selected: TURN_RIGHT (prob: 0.1443)
Episode 10 | Step 1 | State: [0.064, 1.000, 0.523, 0.888, 0.058, 0.445, 0.578, 0.059] | Action Distribution: FORWARD: 0.1687 | TURN_LEFT: 0.1616 | TURN_RIGHT: 0.1488 | FORWARD_LEFT: 0.1955 | FORWARD_RIGHT: 0.1743 | BACKWARD: 0.1511 | Selected: FORWARD (prob: 0.1687)
Episode 10 | Step 2 | State: [0.064, 1.000, 0.523, 1.000, 0.058, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1714 | TURN_LEFT: 0.1627 | TURN_RIGHT: 0.1391 | FORWARD_LEFT: 0.1999 | FORWARD_RIGHT: 0.1708 | BACKWARD: 0.1561 | Selected: TURN_LEFT (prob: 0.1627)
Episode 10 | Step 3 | State: [0.064, 1.000, 0.523, 1.000, 0.058, 1.000, 0.607, 0.059] | Action Distribution: FORWARD: 0.1689 | TURN_LEFT: 0.1631 | TURN_RIGHT: 0.1384 | FORWARD_LEFT: 0.2015 | FORWARD_RIGHT: 0.1724 | BACKWARD: 0.1557 | Selected: FORWARD_LEFT (prob: 0.2015)
Episode 10 | Step 4 | State: [0.064, 0.327, 0.530, 0.749, 0.058, 1.000, 0.675, 0.059] | Action Distribution: FORWARD: 0.1596 | TURN_LEFT: 0.1638 | TURN_RIGHT: 0.1443 | FORWARD_LEFT: 0.1810 | FORWARD_RIGHT: 0.1850 | BACKWARD: 0.1664 | Selected: FORWARD_LEFT (prob: 0.1810)
Episode 10 | Step 5 | State: [0.064, 0.278, 0.538, 0.760, 0.058, 1.000, 0.612, 0.084] | Action Distribution: FORWARD: 0.1560 | TURN_LEFT: 0.1639 | TURN_RIGHT: 0.1448 | FORWARD_LEFT: 0.1795 | FORWARD_RIGHT: 0.1881 | BACKWARD: 0.1678 | Selected: BACKWARD (prob: 0.1678)
Episode 10 | Step 6 | State: [0.064, 0.636, 0.523, 1.000, 0.058, 1.000, 0.613, 0.059] | Action Distribution: FORWARD: 0.1593 | TURN_LEFT: 0.1657 | TURN_RIGHT: 0.1420 | FORWARD_LEFT: 0.1912 | FORWARD_RIGHT: 0.1835 | BACKWARD: 0.1581 | Selected: FORWARD_LEFT (prob: 0.1912)
Episode 10 | Step 7 | State: [0.064, 0.198, 0.538, 0.541, 0.058, 1.000, 0.687, 0.059] | Action Distribution: FORWARD: 0.1542 | TURN_LEFT: 0.1631 | TURN_RIGHT: 0.1449 | FORWARD_LEFT: 0.1772 | FORWARD_RIGHT: 0.1914 | BACKWARD: 0.1691 | Selected: FORWARD (prob: 0.1542)
Episode 10 | Step 8 | State: [0.066, 0.322, 0.515, 1.000, 0.057, 1.000, 0.592, 0.131] | Action Distribution: FORWARD: 0.1469 | TURN_LEFT: 0.1667 | TURN_RIGHT: 0.1446 | FORWARD_LEFT: 0.1837 | FORWARD_RIGHT: 0.1944 | BACKWARD: 0.1637 | Selected: FORWARD (prob: 0.1469)
Episode 10 | Step 9 | State: [0.332, 0.091, 0.523, 1.000, 0.405, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1400 | TURN_LEFT: 0.1704 | TURN_RIGHT: 0.1584 | FORWARD_LEFT: 0.1686 | FORWARD_RIGHT: 0.1977 | BACKWARD: 0.1649 | Selected: TURN_LEFT (prob: 0.1704)
Episode 10 | Step 10 | State: [0.297, 0.097, 0.523, 1.000, 0.327, 1.000, 0.578, 0.073] | Action Distribution: FORWARD: 0.1396 | TURN_LEFT: 0.1711 | TURN_RIGHT: 0.1556 | FORWARD_LEFT: 0.1703 | FORWARD_RIGHT: 0.1964 | BACKWARD: 0.1670 | Selected: FORWARD_LEFT (prob: 0.1703)
Episode 11 | Step 1 | State: [0.266, 0.064, 0.523, 1.000, 1.000, 1.000, 0.591, 0.059] | Action Distribution: FORWARD: 0.1526 | TURN_LEFT: 0.1638 | TURN_RIGHT: 0.1625 | FORWARD_LEFT: 0.1513 | FORWARD_RIGHT: 0.1953 | BACKWARD: 0.1745 | Selected: TURN_LEFT (prob: 0.1638)
Episode 11 | Step 2 | State: [0.324, 0.064, 0.523, 1.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1505 | TURN_LEFT: 0.1654 | TURN_RIGHT: 0.1638 | FORWARD_LEFT: 0.1507 | FORWARD_RIGHT: 0.1937 | BACKWARD: 0.1758 | Selected: TURN_LEFT (prob: 0.1654)
Episode 11 | Step 3 | State: [0.336, 0.064, 0.523, 1.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1504 | TURN_LEFT: 0.1663 | TURN_RIGHT: 0.1639 | FORWARD_LEFT: 0.1501 | FORWARD_RIGHT: 0.1913 | BACKWARD: 0.1779 | Selected: FORWARD_RIGHT (prob: 0.1913)
Episode 11 | Step 4 | State: [0.065, 0.065, 0.519, 1.000, 1.000, 1.000, 0.678, 0.059] | Action Distribution: FORWARD: 0.1619 | TURN_LEFT: 0.1628 | TURN_RIGHT: 0.1553 | FORWARD_LEFT: 0.1505 | FORWARD_RIGHT: 0.1879 | BACKWARD: 0.1816 | Selected: FORWARD (prob: 0.1619)
Episode 11 | Step 5 | State: [0.064, 0.257, 1.000, 1.000, 1.000, 1.000, 0.588, 0.059] | Action Distribution: FORWARD: 0.1594 | TURN_LEFT: 0.1607 | TURN_RIGHT: 0.1468 | FORWARD_LEFT: 0.1480 | FORWARD_RIGHT: 0.1836 | BACKWARD: 0.2016 | Selected: FORWARD (prob: 0.1594)
Episode 11 | Step 6 | State: [0.190, 0.092, 1.000, 1.000, 1.000, 0.059, 0.578, 1.000] | Action Distribution: FORWARD: 0.1622 | TURN_LEFT: 0.1470 | TURN_RIGHT: 0.1462 | FORWARD_LEFT: 0.1415 | FORWARD_RIGHT: 0.2027 | BACKWARD: 0.2005 | Selected: TURN_RIGHT (prob: 0.1462)
Episode 11 | Step 7 | State: [0.220, 0.064, 1.000, 1.000, 1.000, 0.066, 0.578, 1.000] | Action Distribution: FORWARD: 0.1662 | TURN_LEFT: 0.1481 | TURN_RIGHT: 0.1473 | FORWARD_LEFT: 0.1399 | FORWARD_RIGHT: 0.1971 | BACKWARD: 0.2013 | Selected: BACKWARD (prob: 0.2013)
Episode 11 | Step 8 | State: [0.243, 0.064, 1.000, 0.622, 1.000, 0.066, 0.578, 0.816] | Action Distribution: FORWARD: 0.1650 | TURN_LEFT: 0.1479 | TURN_RIGHT: 0.1565 | FORWARD_LEFT: 0.1374 | FORWARD_RIGHT: 0.1874 | BACKWARD: 0.2058 | Selected: FORWARD (prob: 0.1650)
Episode 11 | Step 9 | State: [0.220, 0.064, 1.000, 1.000, 1.000, 0.059, 0.578, 1.000] | Action Distribution: FORWARD: 0.1752 | TURN_LEFT: 0.1482 | TURN_RIGHT: 0.1486 | FORWARD_LEFT: 0.1401 | FORWARD_RIGHT: 0.1860 | BACKWARD: 0.2018 | Selected: TURN_LEFT (prob: 0.1482)
Episode 11 | Step 10 | State: [0.159, 0.093, 1.000, 1.000, 1.000, 0.059, 0.578, 1.000] | Action Distribution: FORWARD: 0.1811 | TURN_LEFT: 0.1464 | TURN_RIGHT: 0.1479 | FORWARD_LEFT: 0.1415 | FORWARD_RIGHT: 0.1803 | BACKWARD: 0.2027 | Selected: BACKWARD (prob: 0.2027)
Episode 12 | Step 1 | State: [0.153, 0.064, 1.000, 1.000, 1.000, 0.059, 0.578, 0.384] | Action Distribution: FORWARD: 0.1723 | TURN_LEFT: 0.1506 | TURN_RIGHT: 0.1581 | FORWARD_LEFT: 0.1479 | FORWARD_RIGHT: 0.1688 | BACKWARD: 0.2023 | Selected: BACKWARD (prob: 0.2023)
Episode 12 | Step 2 | State: [0.112, 0.064, 0.800, 0.523, 1.000, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1708 | TURN_LEFT: 0.1512 | TURN_RIGHT: 0.1619 | FORWARD_LEFT: 0.1495 | FORWARD_RIGHT: 0.1675 | BACKWARD: 0.1991 | Selected: TURN_LEFT (prob: 0.1512)
Episode 12 | Step 3 | State: [0.064, 0.064, 0.694, 0.665, 1.000, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1756 | TURN_LEFT: 0.1523 | TURN_RIGHT: 0.1627 | FORWARD_LEFT: 0.1519 | FORWARD_RIGHT: 0.1634 | BACKWARD: 0.1942 | Selected: TURN_LEFT (prob: 0.1523)
Episode 12 | Step 4 | State: [0.064, 0.064, 0.602, 0.812, 1.000, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1767 | TURN_LEFT: 0.1540 | TURN_RIGHT: 0.1661 | FORWARD_LEFT: 0.1541 | FORWARD_RIGHT: 0.1590 | BACKWARD: 0.1900 | Selected: TURN_LEFT (prob: 0.1540)
Episode 12 | Step 5 | State: [0.064, 0.123, 0.523, 0.961, 0.984, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1763 | TURN_LEFT: 0.1557 | TURN_RIGHT: 0.1703 | FORWARD_LEFT: 0.1581 | FORWARD_RIGHT: 0.1553 | BACKWARD: 0.1843 | Selected: FORWARD (prob: 0.1763)
Episode 12 | Step 6 | State: [0.064, 0.154, 0.771, 1.000, 1.000, 0.698, 0.578, 0.059] | Action Distribution: FORWARD: 0.1887 | TURN_LEFT: 0.1563 | TURN_RIGHT: 0.1596 | FORWARD_LEFT: 0.1490 | FORWARD_RIGHT: 0.1527 | BACKWARD: 0.1937 | Selected: BACKWARD (prob: 0.1937)
Episode 12 | Step 7 | State: [0.064, 0.123, 0.523, 0.953, 0.972, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1765 | TURN_LEFT: 0.1566 | TURN_RIGHT: 0.1714 | FORWARD_LEFT: 0.1580 | FORWARD_RIGHT: 0.1528 | BACKWARD: 0.1846 | Selected: BACKWARD (prob: 0.1846)
Episode 12 | Step 8 | State: [0.064, 0.064, 0.523, 0.577, 0.497, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1678 | TURN_LEFT: 0.1588 | TURN_RIGHT: 0.1645 | FORWARD_LEFT: 0.1641 | FORWARD_RIGHT: 0.1620 | BACKWARD: 0.1827 | Selected: BACKWARD (prob: 0.1827)
Episode 12 | Step 9 | State: [0.064, 0.064, 0.523, 0.548, 0.306, 0.059, 0.592, 0.059] | Action Distribution: FORWARD: 0.1654 | TURN_LEFT: 0.1618 | TURN_RIGHT: 0.1621 | FORWARD_LEFT: 0.1675 | FORWARD_RIGHT: 0.1613 | BACKWARD: 0.1819 | Selected: BACKWARD (prob: 0.1819)
Episode 12 | Step 10 | State: [0.091, 0.064, 0.522, 0.522, 0.216, 0.059, 0.596, 0.059] | Action Distribution: FORWARD: 0.1642 | TURN_LEFT: 0.1633 | TURN_RIGHT: 0.1613 | FORWARD_LEFT: 0.1699 | FORWARD_RIGHT: 0.1589 | BACKWARD: 0.1824 | Selected: BACKWARD (prob: 0.1824)
Episode 13 | Step 1 | State: [0.100, 0.064, 0.523, 0.523, 0.148, 0.059, 0.602, 0.059] | Action Distribution: FORWARD: 0.1635 | TURN_LEFT: 0.1640 | TURN_RIGHT: 0.1612 | FORWARD_LEFT: 0.1722 | FORWARD_RIGHT: 0.1564 | BACKWARD: 0.1828 | Selected: TURN_RIGHT (prob: 0.1612)
Episode 13 | Step 2 | State: [0.064, 0.064, 0.523, 0.523, 0.177, 0.059, 0.614, 0.059] | Action Distribution: FORWARD: 0.1638 | TURN_LEFT: 0.1634 | TURN_RIGHT: 0.1617 | FORWARD_LEFT: 0.1711 | FORWARD_RIGHT: 0.1572 | BACKWARD: 0.1828 | Selected: FORWARD_LEFT (prob: 0.1711)
Episode 13 | Step 3 | State: [0.093, 0.064, 0.523, 0.531, 0.171, 0.059, 0.587, 0.059] | Action Distribution: FORWARD: 0.1632 | TURN_LEFT: 0.1634 | TURN_RIGHT: 0.1633 | FORWARD_LEFT: 0.1717 | FORWARD_RIGHT: 0.1562 | BACKWARD: 0.1823 | Selected: BACKWARD (prob: 0.1823)
Episode 13 | Step 4 | State: [0.139, 0.064, 0.523, 0.523, 0.142, 0.059, 0.590, 0.059] | Action Distribution: FORWARD: 0.1625 | TURN_LEFT: 0.1639 | TURN_RIGHT: 0.1640 | FORWARD_LEFT: 0.1733 | FORWARD_RIGHT: 0.1544 | BACKWARD: 0.1819 | Selected: FORWARD_RIGHT (prob: 0.1544)
Episode 13 | Step 5 | State: [0.064, 0.064, 0.523, 0.523, 0.204, 0.059, 0.598, 0.059] | Action Distribution: FORWARD: 0.1632 | TURN_LEFT: 0.1624 | TURN_RIGHT: 0.1644 | FORWARD_LEFT: 0.1710 | FORWARD_RIGHT: 0.1571 | BACKWARD: 0.1818 | Selected: BACKWARD (prob: 0.1818)
Episode 13 | Step 6 | State: [0.091, 0.064, 0.523, 0.523, 0.138, 0.059, 0.619, 0.059] | Action Distribution: FORWARD: 0.1622 | TURN_LEFT: 0.1629 | TURN_RIGHT: 0.1644 | FORWARD_LEFT: 0.1742 | FORWARD_RIGHT: 0.1546 | BACKWARD: 0.1817 | Selected: TURN_RIGHT (prob: 0.1644)
Episode 13 | Step 7 | State: [0.064, 0.064, 0.530, 0.523, 0.141, 0.059, 0.634, 0.059] | Action Distribution: FORWARD: 0.1620 | TURN_LEFT: 0.1622 | TURN_RIGHT: 0.1645 | FORWARD_LEFT: 0.1744 | FORWARD_RIGHT: 0.1551 | BACKWARD: 0.1818 | Selected: BACKWARD (prob: 0.1818)
Episode 13 | Step 8 | State: [0.064, 0.064, 0.523, 0.523, 0.115, 0.059, 0.672, 0.059] | Action Distribution: FORWARD: 0.1604 | TURN_LEFT: 0.1624 | TURN_RIGHT: 0.1646 | FORWARD_LEFT: 0.1774 | FORWARD_RIGHT: 0.1544 | BACKWARD: 0.1807 | Selected: FORWARD_RIGHT (prob: 0.1544)
Episode 13 | Step 9 | State: [0.064, 0.064, 0.538, 0.523, 0.112, 0.059, 0.640, 0.059] | Action Distribution: FORWARD: 0.1608 | TURN_LEFT: 0.1614 | TURN_RIGHT: 0.1655 | FORWARD_LEFT: 0.1767 | FORWARD_RIGHT: 0.1547 | BACKWARD: 0.1809 | Selected: BACKWARD (prob: 0.1809)
Episode 13 | Step 10 | State: [0.064, 0.064, 0.523, 0.523, 0.100, 0.149, 0.692, 0.059] | Action Distribution: FORWARD: 0.1604 | TURN_LEFT: 0.1637 | TURN_RIGHT: 0.1641 | FORWARD_LEFT: 0.1783 | FORWARD_RIGHT: 0.1545 | BACKWARD: 0.1790 | Selected: TURN_RIGHT (prob: 0.1641)
Episode 14 | Step 1 | State: [0.064, 0.126, 0.523, 0.523, 0.079, 0.252, 0.665, 0.059] | Action Distribution: FORWARD: 0.1654 | TURN_LEFT: 0.1654 | TURN_RIGHT: 0.1624 | FORWARD_LEFT: 0.1754 | FORWARD_RIGHT: 0.1536 | BACKWARD: 0.1778 | Selected: BACKWARD (prob: 0.1778)
Episode 14 | Step 2 | State: [0.064, 0.279, 0.523, 0.523, 0.058, 0.315, 0.832, 0.059] | Action Distribution: FORWARD: 0.1672 | TURN_LEFT: 0.1673 | TURN_RIGHT: 0.1607 | FORWARD_LEFT: 0.1822 | FORWARD_RIGHT: 0.1503 | BACKWARD: 0.1723 | Selected: FORWARD_LEFT (prob: 0.1822)
Episode 14 | Step 3 | State: [0.064, 0.064, 0.523, 0.523, 0.072, 0.140, 0.709, 0.059] | Action Distribution: FORWARD: 0.1578 | TURN_LEFT: 0.1632 | TURN_RIGHT: 0.1656 | FORWARD_LEFT: 0.1826 | FORWARD_RIGHT: 0.1552 | BACKWARD: 0.1755 | Selected: FORWARD_RIGHT (prob: 0.1552)
Episode 14 | Step 4 | State: [0.064, 0.109, 0.537, 0.522, 0.083, 0.059, 0.632, 0.059] | Action Distribution: FORWARD: 0.1592 | TURN_LEFT: 0.1615 | TURN_RIGHT: 0.1683 | FORWARD_LEFT: 0.1816 | FORWARD_RIGHT: 0.1556 | BACKWARD: 0.1738 | Selected: TURN_RIGHT (prob: 0.1683)
Episode 14 | Step 5 | State: [0.064, 0.156, 0.545, 0.523, 0.058, 0.172, 0.614, 0.059] | Action Distribution: FORWARD: 0.1645 | TURN_LEFT: 0.1630 | TURN_RIGHT: 0.1657 | FORWARD_LEFT: 0.1787 | FORWARD_RIGHT: 0.1551 | BACKWARD: 0.1730 | Selected: BACKWARD (prob: 0.1730)
Episode 14 | Step 6 | State: [0.064, 0.259, 0.523, 0.523, 0.058, 0.327, 0.654, 0.059] | Action Distribution: FORWARD: 0.1711 | TURN_LEFT: 0.1655 | TURN_RIGHT: 0.1623 | FORWARD_LEFT: 0.1772 | FORWARD_RIGHT: 0.1542 | BACKWARD: 0.1696 | Selected: TURN_RIGHT (prob: 0.1623)
Episode 14 | Step 7 | State: [0.064, 0.300, 0.523, 0.523, 0.058, 0.366, 0.617, 0.059] | Action Distribution: FORWARD: 0.1735 | TURN_LEFT: 0.1655 | TURN_RIGHT: 0.1613 | FORWARD_LEFT: 0.1758 | FORWARD_RIGHT: 0.1551 | BACKWARD: 0.1688 | Selected: FORWARD (prob: 0.1735)
Episode 14 | Step 8 | State: [0.064, 0.161, 0.553, 0.523, 0.058, 0.309, 0.596, 0.059] | Action Distribution: FORWARD: 0.1690 | TURN_LEFT: 0.1642 | TURN_RIGHT: 0.1627 | FORWARD_LEFT: 0.1749 | FORWARD_RIGHT: 0.1581 | BACKWARD: 0.1712 | Selected: FORWARD_LEFT (prob: 0.1749)
Episode 14 | Step 9 | State: [0.064, 0.099, 0.550, 0.523, 0.058, 0.059, 0.618, 0.059] | Action Distribution: FORWARD: 0.1604 | TURN_LEFT: 0.1602 | TURN_RIGHT: 0.1681 | FORWARD_LEFT: 0.1833 | FORWARD_RIGHT: 0.1593 | BACKWARD: 0.1688 | Selected: FORWARD_LEFT (prob: 0.1833)
Episode 14 | Step 10 | State: [0.064, 0.064, 0.555, 0.523, 0.097, 0.059, 0.619, 0.059] | Action Distribution: FORWARD: 0.1594 | TURN_LEFT: 0.1592 | TURN_RIGHT: 0.1689 | FORWARD_LEFT: 0.1824 | FORWARD_RIGHT: 0.1616 | BACKWARD: 0.1684 | Selected: FORWARD_RIGHT (prob: 0.1616)
Episode 15 | Step 1 | State: [0.064, 0.064, 0.585, 0.529, 0.058, 0.059, 0.594, 0.096] | Action Distribution: FORWARD: 0.1607 | TURN_LEFT: 0.1577 | TURN_RIGHT: 0.1675 | FORWARD_LEFT: 0.1822 | FORWARD_RIGHT: 0.1623 | BACKWARD: 0.1697 | Selected: FORWARD_LEFT (prob: 0.1822)
Episode 15 | Step 2 | State: [0.065, 0.066, 0.610, 0.519, 0.134, 0.100, 0.606, 0.073] | Action Distribution: FORWARD: 0.1616 | TURN_LEFT: 0.1572 | TURN_RIGHT: 0.1678 | FORWARD_LEFT: 0.1785 | FORWARD_RIGHT: 0.1658 | BACKWARD: 0.1691 | Selected: FORWARD_LEFT (prob: 0.1785)
Episode 15 | Step 3 | State: [0.064, 0.064, 0.665, 0.523, 0.303, 0.106, 0.578, 0.059] | Action Distribution: FORWARD: 0.1615 | TURN_LEFT: 0.1546 | TURN_RIGHT: 0.1713 | FORWARD_LEFT: 0.1744 | FORWARD_RIGHT: 0.1683 | BACKWARD: 0.1699 | Selected: FORWARD_LEFT (prob: 0.1744)
Episode 15 | Step 4 | State: [0.064, 0.376, 0.755, 0.523, 0.792, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1653 | TURN_LEFT: 0.1449 | TURN_RIGHT: 0.1830 | FORWARD_LEFT: 0.1785 | FORWARD_RIGHT: 0.1682 | BACKWARD: 0.1602 | Selected: FORWARD_RIGHT (prob: 0.1682)
Episode 15 | Step 5 | State: [0.064, 0.202, 1.000, 0.523, 1.000, 0.082, 0.578, 0.457] | Action Distribution: FORWARD: 0.1651 | TURN_LEFT: 0.1348 | TURN_RIGHT: 0.1799 | FORWARD_LEFT: 0.1715 | FORWARD_RIGHT: 0.1724 | BACKWARD: 0.1763 | Selected: TURN_RIGHT (prob: 0.1799)
Episode 15 | Step 6 | State: [0.064, 0.122, 1.000, 0.523, 0.562, 0.107, 0.578, 0.729] | Action Distribution: FORWARD: 0.1655 | TURN_LEFT: 0.1352 | TURN_RIGHT: 0.1729 | FORWARD_LEFT: 0.1709 | FORWARD_RIGHT: 0.1790 | BACKWARD: 0.1766 | Selected: FORWARD_LEFT (prob: 0.1709)
Episode 15 | Step 7 | State: [0.064, 0.254, 1.000, 0.523, 1.000, 0.059, 0.578, 1.000] | Action Distribution: FORWARD: 0.1763 | TURN_LEFT: 0.1301 | TURN_RIGHT: 0.1735 | FORWARD_LEFT: 0.1689 | FORWARD_RIGHT: 0.1767 | BACKWARD: 0.1744 | Selected: FORWARD_LEFT (prob: 0.1689)
Episode 15 | Step 8 | State: [0.064, 0.354, 1.000, 0.523, 1.000, 0.059, 0.578, 1.000] | Action Distribution: FORWARD: 0.1790 | TURN_LEFT: 0.1276 | TURN_RIGHT: 0.1726 | FORWARD_LEFT: 0.1710 | FORWARD_RIGHT: 0.1775 | BACKWARD: 0.1723 | Selected: TURN_RIGHT (prob: 0.1726)
Episode 15 | Step 9 | State: [0.064, 0.338, 1.000, 0.523, 1.000, 0.059, 0.578, 1.000] | Action Distribution: FORWARD: 0.1789 | TURN_LEFT: 0.1261 | TURN_RIGHT: 0.1721 | FORWARD_LEFT: 0.1707 | FORWARD_RIGHT: 0.1800 | BACKWARD: 0.1721 | Selected: BACKWARD (prob: 0.1721)
Episode 15 | Step 10 | State: [0.064, 0.434, 1.000, 0.523, 1.000, 0.059, 0.578, 0.449] | Action Distribution: FORWARD: 0.1721 | TURN_LEFT: 0.1248 | TURN_RIGHT: 0.1813 | FORWARD_LEFT: 0.1775 | FORWARD_RIGHT: 0.1810 | BACKWARD: 0.1633 | Selected: FORWARD_LEFT (prob: 0.1775)
